rhx;rhy;rhz;rwx;rwy;rwz;rex;rey;rez;lhx;lhy;lhz;lwx;lwy;lwz;lex;ley;lez;sx;sy;sz;hx;hy;hz;timestamp;phase rh;phase lh;phase rhlh
7.332.021;5.123.749;1.928.543;7.282.544;4.764.693;1.958.858;7.166.591;3.741.457;2.054.935;5.206.014;5.010.276;1.894.953;5.199.395;4.702.886;1.919.052;5.186.092;3.736.537;2.005.516;6.193.664;3.820.056;2.054.054;6.110.636;1.198.092;2.043.208;5322178;Rest;Rest;Rest
7.335.913;5.118.991;1.929.405;7.286.254;4.759.975;195.976;71.721;3.740.857;2.055.549;5.228.281;5.033.628;1.893.283;5.218.399;4.726.676;1.917.526;5.213.475;376.242;2.005.159;6.206.625;3.815.685;2.055.274;6.126.867;1.200.291;2.042.267;5322209;Rest;Rest;Rest
7.311.749;5.062.002;1.935.596;7.289.447;4.756.337;1.960.156;7.180.195;3.736.432;2.056.106;5.248.263;5.035.716;1.892.212;5.244.884;4.731.121;1.917.682;5.222.902;3.765.981;200.475;621.554;3.791.899;2.057.113;6.159.038;1.204.498;2.040.802;5322241;Rest;Rest;Rest
7.310.234;5.051.278;1.936.279;72.954;4.745.364;196.094;7.198.771;3.732.704;2.056.341;525.219;5.011.181;1.892.417;5.272.333;4.710.523;1.919.403;5.246.086;3.744.638;2.006.038;6.229.259;3.788.779;2.057.933;6.182.599;1.206.194;2.040.021;5322272;Rest;Rest;Rest
7.312.929;5.035.914;1.937.742;7.303.179;4.728.451;196.172;7.209.287;3.728.059;2.056.755;5.276.148;5.029.732;1.891.354;5.291.529;4.727.798;1.917.888;5.279.612;3.763.411;2.005.491;6.239.204;3.784.885;2.058.563;6.204.954;1.208.511;2.038.876;5322303;Rest;Rest;Rest
744.548;495.569;1.929.738;7.323.776;470.061;1.963.865;7.223.022;3.725.942;2.057.041;52.934;5.046.279;1.892.654;5.308.752;47.384;1.916.292;5.308.547;3.776.016;2.005.004;6.254.606;3.778.125;20.595;6.238.126;1.208.928;2.038.531;5322334;Rest;Rest;Rest
7.443.322;4.951.312;1.928.138;733.368;4.695.448;1.963.635;7.235.947;3.724.054;2.057.202;5.317.227;5.012.929;1.894.666;5.346.245;4.706.203;1.918.387;5.333.291;3.743.737;2.007.034;6.284.698;3.764.637;2.062.172;627.913;121.326;2.036.614;5322397;Rest;Rest;Rest
7.440.975;4.952.548;19.274;7.340.936;469.251;1.962.816;7.250.257;3.720.995;2.057.545;5.347.061;4.981.391;1.891.553;5.376.645;4.684.387;1.919.765;5.351.317;3.722.371;2.008.538;6.296.695;3.760.905;2.062.829;6.319.687;1.210.871;2.037.023;5322412;Rest;Rest;Rest
7.435.547;4.954.484;1.926.621;7.353.284;4.688.195;1.962.008;7.270.751;3.721.476;2.057.416;5.374.109;4.964.781;1.891.966;5.406.549;4.670.016;1.920.978;5.370.089;3.709.455;2.010.333;6.311.551;3.756.726;2.064.155;6.345.329;1.212.109;2.036.664;5322444;Rest;Rest;Rest
7.388.386;4.987.354;1.932.316;7.369.101;4.691.495;1.961.349;7.289.361;3.723.637;205.731;5.384.495;4.900.606;18.787;5.443.882;4.663.457;1.923.067;5.394.825;3.702.287;2.011.838;6.341.084;3.757.166;2.066.206;6.383.088;1.214.805;2.037.039;5322475;Rest;Rest;Rest
7.380.134;4.998.354;1.935.206;7.382.725;4.693.567;196.056;7.313.979;3.717.279;2.058.353;5.450.803;4.919.762;1.884.594;5.471.783;4.657.913;1.924.577;5.411.263;3.694.488;2.013.114;6.360.968;375.997;2.067.377;6.406.554;1.215.875;203.664;5322506;Rest;Rest;Rest
7.377.705;4.999.266;1.936.519;7.393.391;4.692.817;1.960.857;7.339.521;3.710.613;205.979;5.426.016;4.877.945;1.881.307;5.504.594;4.653.933;1.927.181;5.437.951;368.123;2.015.599;6.388.106;3.756.881;2.069.678;6.424.599;1.216.452;2.036.863;5322537;Rest;Rest;Rest
7.404.146;5.008.669;1.941.319;7.421.545;4.696.857;1.962.703;7.376.021;370.978;2.061.996;5.439.898;4.838.693;1.878.944;5.537.158;4.651.399;1.929.707;5.467.671;3.681.415;2.017.551;6.419.785;3.758.309;2.072.167;6.461.838;1.212.127;2.038.701;5322569;Rest;Rest;Rest
741.972;5.016.387;1.943.819;7.439.472;4.702.484;1.963.849;7.411.223;3.700.578;2.065.217;5.449.169;4.823.684;1.882.019;5.571.219;4.653.757;1.933.081;5.488.328;3.679.724;2.019.508;644.527;3.759.645;2.074.214;6.487.351;1.208.491;2.039.935;5322600;Rest;Rest;Rest
7.443.002;5.014.571;1.947.732;7.465.264;4.699.097;196.663;7.431.437;3.696.629;206.719;562.263;4.975.622;1.912.569;5.597.379;4.653.639;1.936.396;5.521.628;368.769;2.022.164;6.465.458;3.763.187;207.601;650.128;1.206.299;2.041.231;5322631;Rest;Rest;Rest
7.471.437;5.025.418;195.212;7.495.347;4.708.823;1.970.161;7.460.303;3.694.097;2.068.833;5.648.023;4.997.177;1.916.028;5.625.623;4.674.949;1.939.708;5.558.423;3.708.265;202.504;6.489.638;3.759.921;2.078.581;6.532.733;1.201.706;204.246;5322678;Rest;Rest;Rest
7.469.357;5.022.806;1.951.807;7.523.269;4.715.913;1.973.572;748.998;3.692.429;2.071.612;5.682.343;4.985.059;1.921.724;5.657.471;4.662.503;194.513;5.582.856;3.694.836;2.029.633;65.163;3.759.709;2.080.986;6.554.861;1.199.871;2.044.068;5322709;Rest;Rest;Rest
7.481.363;5.006.875;1.953.798;7.549.491;4.706.379;1.977.425;7.521.019;3.721.011;2.072.822;5.691.894;4.971.649;1.925.459;5.674.085;4.649.173;1.949.169;5.620.658;3.681.747;2.034.585;654.049;3.758.632;2.083.641;6.570.061;1.198.445;2.045.792;5322741;Rest;Rest;Rest
7.491.698;5.009.963;1.954.525;7.570.635;4.714.648;1.979.355;7.544.707;3.733.689;2.073.587;5.710.085;4.971.208;1.929.537;5.693.452;4.648.165;1.952.975;5.643.553;3.679.035;2.037.576;6.572.906;3.757.175;2.086.764;6.581.704;1.194.147;2.047.776;5322772;Rest;Rest;Rest
7.508.193;5.011.407;1.956.122;759.165;4.718.725;1.981.565;7.576.905;3.712.986;2.078.667;5.752.576;5.017.272;1.933.839;573.529;4.693.133;1.956.652;5.683.428;3.720.718;2.039.376;6.597.825;3.757.868;2.089.551;659.628;1.187.662;2.050.857;5322803;Rest;Rest;Rest
7.555.871;5.020.899;1.962.152;762.081;4.718.112;1.984.851;7.592.781;3.729.551;2.078.964;5.775.506;5.037.553;1.937.979;5.757.848;4.712.328;1.960.162;5.704.876;3.736.652;2.040.995;6.614.079;3.759.688;2.091.516;6.610.204;1.182.264;2.054.286;5322850;Rest;Rest;Rest
7.616.365;503.172;1.965.624;7.637.352;4.719.781;198.659;7.608.509;3.738.917;2.079.737;5.797.851;5.050.888;1.941.898;5.779.269;4.724.786;1.963.539;5.723.523;3.746.481;2.042.745;6.634.351;3.765.778;2.093.943;6.623.828;1.179.245;2.056.885;5322866;Rest;Rest;Rest
7.652.572;5.035.017;1.967.597;7.663.904;4.722.948;1.988.739;7.629.119;3.728.909;2.082.107;5.807.801;5.072.892;1.942.839;5.794.623;4.747.367;196.499;575.509;3.770.793;2.045.727;6.649.895;3.767.613;2.096.259;6.634.674;1.173.756;2.060.321;5322912;Rest;Rest;Rest
7.660.182;5.041.774;1.969.225;7.678.518;4.729.534;1.990.059;7.643.235;3.736.754;2.083.344;582.094;5.107.496;1.945.564;5.812.162;4.781.959;1.967.806;5.785.828;3.805.346;2.048.816;6.673.616;3.789.528;2.099.408;6.652.763;1.181.307;2.063.754;5322944;Rest;Rest;Rest
7.669.657;504.998;1.971.543;7.696.388;4.737.363;1.991.771;7.657.639;3.743.843;208.453;5.837.763;5.119.279;1.951.892;5.827.352;4.791.939;1.973.032;579.612;3.809.916;2.050.732;669.533;3.786.106;2.102.981;6.672.056;1.175.409;2.068.689;5322975;Rest;Rest;Rest
7.675.178;5.040.997;1.973.551;7.712.996;4.730.093;1.994.113;767.217;3.752.535;2.086.665;585.356;5.127.168;1.956.874;5.841.961;4.798.983;1.977.472;5.807.165;3.814.429;2.053.546;6.706.872;3.780.636;2.105.857;6.686.507;1.170.741;2.071.724;5323037;Rest;Rest;Rest
768.856;5.045.338;1.975.595;7.723.614;4.732.876;1.995.367;7.701.544;3.770.306;2.089.525;5.929.615;4.997.759;1.975.667;5.862.831;4.814.089;1.981.228;5.818.405;3.829.391;2.057.007;6.725.775;3.796.709;2.108.754;6.700.968;1.174.405;207.467;5323053;Rest;Rest;Rest
7.820.049;5.048.852;1.979.542;7.743.172;4.741.502;1.997.679;7.716.286;3.769.611;2.092.263;5.935.654;5.120.024;1.968.615;587.042;4.806.767;1.984.379;5.829.866;3.825.215;206.228;6.735.562;3.797.152;211.108;6.710.227;1.175.183;2.077.049;5323084;Rest;Rest;Rest
7.861.086;5.026.277;1.977.254;776.903;4.734.062;2.001.496;7.732.533;3.776.296;2.094.632;5.934.863;5.122.855;197.262;5.878.927;4.806.711;1.987.426;5.836.874;3.826.103;2.065.906;6.750.865;3.801.339;2.113.871;672.185;1.176.713;2.078.341;5323116;Rest;Rest;Rest
7.870.448;502.644;1.976.847;7.784.288;4.737.416;2.003.344;7.748.307;3.781.448;2.098.181;5.936.717;5.127.063;1.976.678;5.888.507;4.810.591;1.992.213;5.844.956;3.830.701;2.071.127;6.760.181;3.805.131;2.115.623;6.735.496;1.179.221;2.079.156;5323147;Rest;Rest;Rest
7.879.007;5.031.635;1.978.018;7.791.476;4.741.797;2.003.941;7.757.533;3.786.978;2.100.619;5.940.649;5.134.897;1.978.557;5.899.773;4.820.932;1.996.693;5.849.952;3.839.027;2.074.217;6.766.852;3.815.027;2.117.423;6.747.838;118.068;2.080.565;5323178;Rest;Rest;Rest
7.885.418;5.037.292;1.977.062;7.800.944;4.749.449;2.004.215;7.768.188;3.797.968;2.102.173;594.589;5.147.981;1.981.061;590.683;4.833.791;1.999.151;5.861.691;385.398;2.078.132;6.776.289;3.819.026;2.119.214;6.753.933;1.185.733;2.081.778;5323209;Rest;Rest;Rest
7.889.507;5.036.934;1.976.595;7.806.399;4.750.581;2.004.504;7.776.218;379.607;2.104.618;595.194;5.148.073;198.181;5.913.047;4.836.408;2.001.537;5.867.085;385.716;2.080.866;6.784.457;3.819.086;2.120.984;6.757.215;118.488;2.082.619;5323272;Rest;Rest;Rest
7.893.825;5.042.131;1.975.716;7.811.655;4.757.517;2.004.406;7.780.018;3.794.726;2.105.805;5.953.953;5.158.878;1.982.169;5.917.867;4.849.304;2.003.331;5.876.279;387.132;2.083.564;6.793.519;3.824.057;2.122.667;6.760.369;1.184.409;2.083.918;5323287;Rest;Rest;Rest
7.896.173;5.044.722;1.975.719;7.813.842;4.760.377;2.004.469;778.596;3.795.136;2.106.685;5.958.665;5.163.856;1.982.666;5.920.815;4.855.513;200.438;5.880.437;3.878.189;2.085.062;6.797.008;3.826.633;2.123.446;6.761.778;1.185.461;2.084.598;5323319;Rest;Rest;Rest
789.735;5.049.187;1.975.637;7.816.296;4.764.824;2.004.499;7.793.198;3.784.848;2.108.011;5.961.954;517.096;1.984.203;5.924.786;4.861.851;2.005.488;5.886.815;3.885.659;2.086.917;6.803.077;3.827.256;2.124.532;6.765.056;1.187.509;2.086.261;5323350;Rest;Rest;Rest
7.897.898;5.053.514;1.975.539;7.817.846;4.769.113;2.004.469;7.794.083;3.786.743;2.108.401;5.963.151;5.181.319;1.983.316;5.926.863;4.872.712;2.004.914;5.891.981;389.989;2.088.363;680.715;383.609;2.125.448;676.625;1.203.406;2.088.157;5323381;Rest;Rest;Rest
7.903.502;5.057.407;1.975.748;781.956;4.773.129;2.004.255;7.795.133;3.789.757;2.108.516;5.964.862;518.015;1.984.032;5.929.516;4.872.642;2.006.272;5.894.353;3.899.347;2.089.473;6.811.707;3.840.927;2.126.246;6.766.092;1.204.654;2.089.212;5323412;Rest;Rest;Rest
7.912.593;5.057.559;1.976.397;7.822.373;4.773.813;2.004.315;7.796.447;3.777.987;2.110.167;5.968.079;5.183.927;1.984.399;5.933.227;4.877.038;2.006.975;589.589;3.903.995;2.090.295;6.818.237;3.846.083;2.127.299;6.768.992;1.210.478;2.090.945;5323444;Rest;Rest;Rest
7.904.803;5.068.793;197.928;7.824.311;4.775.553;2.004.288;7.797.637;3.779.287;2.110.444;5.969.223;5.182.117;1.984.739;5.933.784;4.875.553;2.007.426;5.897.508;390.322;209.119;6.817.694;3.842.724;2.128.069;6.769.453;1.208.849;2.091.755;5323475;Rest;Rest;Rest
7.901.929;507.426;1.980.984;78.259;4.776.929;2.004.554;7.801.041;3.781.319;2.110.833;5.969.471;5.181.859;1.985.074;5.935.875;4.875.804;2.008.119;5.898.469;390.378;2.092.054;6.819.303;3.843.637;2.128.521;6.769.713;1.207.286;2.093.185;5323569;Rest;Rest;Rest
7.901.475;5.076.469;1.981.873;7.827.857;4.777.448;2.004.862;7.802.154;3.788.796;2.111.757;5.969.977;5.184.613;1.984.978;5.936.288;4.878.968;2.008.209;5.899.826;390.767;2.092.595;6.819.952;3.841.636;2.129.164;6.769.715;1.201.219;2.095.126;5323569;Rest;Rest;Rest
7.900.496;5.077.827;1.982.459;7.828.734;4.777.674;2.005.064;780.272;3.790.435;2.112.179;5.969.506;5.183.672;1.985.433;5.936.798;4.878.451;2.008.916;5.900.835;3.907.294;2.093.415;6.822;3.839.113;2.130.061;6.769.944;1.197.062;2.097.049;5323584;Rest;Rest;Rest
7.899.023;5.079.985;1.982.944;7.829.375;4.778.673;200.517;7.803.463;3.792.532;2.112.356;5.968.996;5.174.949;1.986.107;5.936.332;4.870.022;2.009.721;5.901.262;3.899.803;2.094.779;6.824.172;383.493;2.130.902;677.272;1.196.159;2.098.343;5323600;Rest;Rest;Rest
7.897.724;5.080.762;1.983.141;7.829.475;4.778.853;2.005.192;7.805.654;3.792.678;2.113.415;5.961.651;4.989.978;2.000.108;5.936.038;485.889;2.010.818;5.898.851;3.889.006;209.604;6.826.291;3.830.753;2.131.612;6.774.047;1.188.051;210.046;5323647;Rest;Rest;Preparation
7.893.547;5.080.067;1.982.019;7.829.005;4.779.094;2.004.987;7.806.397;3.793.056;2.114.118;5.972.152;5.163.324;1.986.192;594.071;4.858.601;2.009.935;5.897.366;3.890.455;2.095.986;6.827.457;3.831.849;2.131.961;6.774.758;1.189.919;2.102.193;5323678;Rest;Rest;Preparation
7.872.528;5.059.999;1.971.592;7.822.453;4.777.434;2.003.564;7.811.966;377.659;2.117.883;5.981.725;5.155.937;198.427;5.944.046;4.853.415;2.008.737;5.892.358;388.797;209.603;682.961;383.135;2.132.513;6.778.499;1.189.418;2.103.695;5323709;Rest;Preparation;Preparation
7.719.625;5.040.335;1.965.661;780.783;4.774.157;1.999.868;7.812.393;377.013;2.119.676;5.982.703;4.968.428;199.274;5.950.682;4.836.203;2.003.775;5.886.148;3.881.418;2.096.106;6.829.465;3.832.354;2.132.633;6.777.882;1.190.678;2.105.794;5323741;Preparation;Preparation;Preparation
7.693.653;5.086.586;1.957.803;7.744.337;4.793.429;198.562;7.811.598;3.769.225;2.119.723;6.000.008;4.947.397;1.985.867;5.962.512;4.740.066;2.003.109;5.857.394;3.795.039;2.098.369;6.829.473;3.831.982;2.132.701;6.782.452;1.189.488;210.746;5323772;Preparation;Preparation;Preparation
7.618.551;5.057.424;1.949.219;7.719.226;4.785.606;1.980.067;780.957;3.765.877;2.119.796;6.056.951;4.968.527;1.959.252;5.969.843;4.719.328;1.998.302;5.856.204;3.784.417;2.097.688;682.907;3.831.705;2.132.749;6.787.296;1.185.254;2.109.195;5323803;Preparation;Preparation;Preparation
7.519.562;5.076.443;1.937.607;760.895;4.781.497;1.960.258;7.803.628;3.753.401;2.119.592;611.737;4.933.758;1.949.647;603.889;4.669.622;1.985.359;5.855.854;3.776.747;209.706;6.829.992;3.832.242;2.132.725;6.794.712;1.180.605;2.111.099;5323834;Preparation;Preparation;Preparation
7.317.507;4.987.274;1.917.695;7.551.687;4.747.087;1.952.767;7.801.286;3.736.668;2.120.059;6.407.846;5.077.416;1.911.009;6.323.842;4.813.443;1.946.251;5.854.805;3.762.682;2.095.664;6.830.178;3.832.167;2.132.715;6.797.659;1.178.204;2.111.527;5323866;Preparation;Preparation;Preparation
7.226.111;4.975.582;1.908.406;7.386.298;4.706.754;1.934.776;779.842;3.711.641;2.120.121;6.310.026;4.821.341;1.935.259;6.226.033;4.557.401;1.970.496;5.858.638;3.762.658;2.094.549;6.831.043;3.833.027;2.132.654;6.801.065;1.178.238;2.112.561;5323912;Preparation;Preparation;Preparation
7.211.815;4.812.354;1.910.988;7.394.546;4.544.164;1.939.516;7.793.895;370.439;2.118.912;6.960.032;4.948.462;1.882.293;661.307;4.658.348;1.927.637;5.867.437;3.751.875;209.382;6.831.191;3.833.486;2.132.631;6.804.393;117.608;2.113.286;5323959;Preparation;Preparation;Preparation
7.082.533;4.771.285;1.900.545;7.393.341;4.517.827;1.938.702;7.787.389;3.696.325;2.116.766;6.677.407;4.892.251;189.555;668.908;4.608.473;1.928.468;5.873.147;3.753.751;2.092.154;6.832.327;3.833.999;2.132.633;6.806.375;1.173.859;2.113.791;5323975;Preparation;Preparation;Preparation
693.878;4.833.385;1.877.788;7.194.137;4.512.339;1.911.787;7.785.055;368.904;2.115.659;6.566.098;4.723.282;1.869.862;6.691.265;4.598.321;1.925.157;5.878.103;3.753.518;209.165;6.832.371;3.834.742;2.132.627;6.808.581;1.173.082;2.114.061;5324006;Preparation;Preparation;Preparation
6.907.717;4.794.478;1.873.636;7.197.064;4.514.337;1.910.997;7.791.806;3.690.314;211.522;6.664.373;4.764.501;186.585;6.684.779;4.595.194;192.192;5.881.529;3.753.641;2.091.185;6.832.656;3.834.936;2.132.681;6.810.704;1.173.586;211.439;5324037;Preparation;Preparation;Preparation
6.895.202;4.775.417;187.213;7.192.451;4.509.996;1.911.226;779.672;3.687.751;2.115.274;6.754.623;4.806.953;1.873.207;6.679.766;4.573.619;1.916.836;5.886.775;3.744.782;2.090.854;6.833.447;3.835.101;2.132.792;6.812.114;1.173.128;21.148;5324069;Preparation;Preparation;Preparation
7.094.232;4.653.207;1.889.884;7.416.445;4.437.301;1.933.018;7.799.848;3.682.852;2.114.713;6.762.125;4.791.987;1.871.201;6.684.811;4.565.407;1.916.047;5.886.893;3.744.376;2.090.668;6.833.425;3.836.057;2.132.781;6.812.858;1.173.646;2.115.105;5324116;Preparation;Retraction;Preparation
7.085.938;4.644.735;1.891.556;7.417.593;4.438.189;1.933.623;7.803.237;3.685.983;2.114.108;6.996.161;4.400.641;1.919.125;6.701.484;4.543.801;1.916.035;5.888.046;3.737.674;2.090.533;6.833.603;3.836.268;2.132.753;6.814.116;1.173.914;2.115.344;5324147;Preparation;Retraction;Preparation
7.081.723;4.644.864;1.892.841;7.417.534;4.439.286;1.933.734;780.653;3.684.879;2.114.035;702.077;4.414.957;191.236;6.717.727;4.537.403;1.917.678;5.887.836;3.738.537;2.090.217;6.834.392;3.837.991;2.132.702;6.814.967;1.174.586;211.539;5324178;Preparation;Retraction;Preparation
7.091.844;4.647.507;1.896.956;7.436.834;446.061;193.831;7.809.319;3.682.983;2.114.193;7.080.997;4.456.817;1.924.246;6.761.071;4.528.279;1.923.999;5.888.461;374.154;2.089.569;6.833.967;3.837.176;2.132.526;6.816.257;1.175.235;2.115.448;5324303;Retraction;Retraction;Retraction
7.103.411;467.629;1.898.597;7.444.211;4.478.093;1.939.243;7.815.111;3.688.428;2.113.334;7.300.342;4.615.284;1.906.397;6.756.192;4.543.319;1.927.105;5.888.879;3.737.991;2.089.927;6.834.261;3.837.979;2.132.352;6.817.856;1.175.864;2.115.728;5324303;Retraction;Retraction;Retraction
7.126.696;4.708.388;1.901.057;7.459.808;4.492.615;1.940.673;7.812.778;3.693.726;2.111.861;7.311.535;462.332;190.709;6.742.759;4.581.687;1.930.614;5.892.647;3.741.316;2.089.571;6.833.947;3.839.221;2.132.211;6.817.878;1.176.773;2.116.178;5324319;Retraction;Retraction;Retraction
7.271.784;4.754.443;1.907.561;7.455.723;453.505;1.939.514;7.798.554;3.713.555;2.107.287;7.123.024;4.467.026;1.937.944;6.709.052;462.438;1.932.935;5.895.314;3.739.749;2.089.662;6.833.983;3.842.116;2.131.849;6.819.452;1.186.236;2.116.043;5324334;Retraction;Retraction;Retraction
7.118.437;484.486;1.887.294;733.905;472.329;1.929.259;7.793.467;3.714.123;2.105.124;7.099.751;4.498.163;1.937.785;6.685.186;4.654.545;1.933.735;5.910.513;373.241;2.089.631;6.834.266;3.842.278;2.131.787;6.819.749;1.186.175;2.116.063;5324366;Retraction;Retraction;Retraction
7.117.384;4.857.836;1.888.937;7.338.753;4.724.142;1.929.228;7.782.299;3.713.765;2.102.492;709.784;4.514.719;1.938.942;6.681.381;4.666.071;1.935.158;5.919.859;3.726.615;2.089.315;6.834.992;3.842.641;2.131.666;6.820.683;1.183.908;2.116.241;5324412;Retraction;Retraction;Retraction
711.773;4.861.124;1.888.564;7.337.537;472.635;1.929.046;7.772.627;3.722.103;2.098.306;6.994.565;4.584.439;1.931.643;6.575.805;4.729.698;1.928.683;5.926.974;3.728.639;2.088.334;6.836.903;3.846.818;2.131.101;68.197;1.183.562;2.116.262;5324444;Rest;Rest;Rest
7.112.933;487.522;1.890.967;7.335.715;4.723.999;1.928.351;7.765.413;3.726.959;2.094.816;7.075.113;4.559.071;1.940.055;6.658.293;4.709.566;1.936.757;5.933.455;3.729.218;2.087.384;6.837.869;3.848.411;2.130.923;6.820.074;1.184.937;2.116.141;5324475;Rest;Rest;Rest
7.109.903;4.874.443;1.892.331;7.337.241;472.259;1.928.495;7.766.886;3.720.399;2.094.283;6.953.791;4.663.434;191.948;6.635.864;4.713.591;1.931.883;5.940.478;3.727.845;2.086.986;6.839.097;3.845.888;2.130.751;6.818.974;1.179.886;2.116.177;5324506;Rest;Rest;Rest
7.105.561;4.868.595;1.893.057;7.338.054;4.720.789;1.928.534;7.764.009;3.711.093;2.091.482;6.976.624;4.687.113;1.921.856;6.653.385;4.701.886;1.932.174;5.947.962;3.720.475;2.086.437;6.841.732;3.838.494;2.130.019;6.814.387;1.170.102;2.115.364;5324631;Rest;Rest;Rest
7.107.136;486.775;1.893.113;7.339.449;4.718.796;1.928.423;7.768.744;3.703.908;209.012;6.983.051;4.676.441;1.922.186;6.659.659;4.689.942;1.932.307;5.952.601;3.710.577;2.086.787;6.844.528;3.837.724;2.129.751;6.809.811;1.163.056;2.115.153;5324631;Rest;Rest;Rest
7.157.634;4.833.176;1.900.693;7.403.816;4.688.743;1.932.838;7.769.595;3.701.646;2.088.984;69.851;4.668.871;1.922.043;6.661.607;4.681.676;1.932.015;5.956.231;3.701.668;208.663;6.842.563;3.835.685;2.129.101;6.807.044;1.156.198;21.146;5324647;Rest;Rest;Rest
7.172.235;4.823.503;1.902.039;742.035;4.681.749;193.405;7.771.502;3.698.216;2.088.065;6.966.216;4.665.541;1.919.636;6.642.435;4.675.829;1.929.297;5.959.869;368.923;2.086.525;684.005;3.831.504;2.128.528;6.806.965;1.152.804;2.113.298;5324678;Rest;Rest;Rest
7.174.777;4.821.733;1.902.285;7.423.665;468.009;1.934.059;7.773.513;369.611;2.086.723;6.975.233;4.659.662;1.918.525;6.651.406;4.669.821;1.928.076;596.569;3.687.823;2.085.943;6.836.742;3.827.478;2.127.624;6.807.516;1.151.275;2.112.131;5324709;Rest;Rest;Rest
7.177.138;4.820.199;1.902.479;7.426.135;4.677.745;1.934.056;7.771.766;3.693.138;2.085.322;695.769;4.666.777;1.916.737;6.633.837;4.676.793;1.926.204;5.967.682;368.718;208.563;6.834.539;3.825.515;2.126.736;6.808.808;1.150.126;2.110.871;5324741;Rest;Rest;Rest
7.180.643;4.818.271;1.902.815;7.429.745;467.584;1.934.348;7.773.705;3.691.288;2.084.924;695.658;4.667.764;1.916.206;6.632.744;4.677.777;1.925.645;5.970.707;3.685.827;2.085.162;6.831.755;3.823.804;2.125.928;6.810.514;1.150.605;2.109.105;5324772;Rest;Rest;Rest
7.178.772;4.816.645;1.902.429;7.431.668;4.673.815;1.934.424;7.768.942;369.026;208.254;6.956.653;4.671.027;1.915.557;6.632.825;468.099;1.924.962;5.974.587;3.686.881;2.084.555;6.829.656;3.823.857;2.125.297;6.812.176;1.147.408;2.107.884;5324803;Rest;Rest;Rest
7.119.418;4.847.302;1.895.839;7.357.887;4.685.899;1.926.968;7.760.457;3.689.519;2.078.724;6.950.212;4.663.604;191.576;6.626.416;4.673.543;1.925.144;5.969.562;3.679.101;2.084.872;6.829.361;3.822.945;212.473;6.815.296;1.146.656;2.106.393;5324834;Rest;Rest;Rest
7.036.266;4.837.215;1.898.178;7.397.583;4.640.457;1.930.976;7.751.214;3.693.354;2.075.145;6.940.804;4.662.844;1.914.629;6.616.965;4.672.754;1.923.994;597.048;3.676.927;208.517;6.828.974;38.204;2.124.169;6.819.011;1.146.595;2.105.105;5324912;Rest;Rest;Rest
7.042.864;4.825.527;1.897.792;740.436;4.637.939;1.932.621;7.738.999;3.697.618;207.167;6.792.827;4.873.176;1.883.641;6.477.858;4.716.889;1.914.978;5.970.324;3.676.784;2.085.397;6.827.498;3.818.475;212.338;6.825.807;1.146.563;2.103.214;5324928;Rest;Rest;Rest
7.045.979;4.822.753;189.825;7.405.085;4.631.732;1.933.341;7.731.734;369.575;2.069.134;7.023.852;5.056.338;1.867.634;6.583.745;4.699.846;1.926.914;5.967.999;3.676.695;20.858;6.826.042;3.817.634;2.122.579;6.827.834;1.146.442;2.102.319;5324944;Rest;Rest;Rest
7.043.108;4.814.598;1.898.451;7.400.409;4.616.387;1.932.695;7.718.935;3.698.971;2.065.869;7.035.162;5.060.395;1.867.513;6.590.218;4.700.679;1.927.337;5.965.201;3.682.195;2.085.927;6.821.418;3.819.666;2.121.391;6.834.089;1.153.338;2.099.213;5324975;Rest;Rest;Rest
