frame,verdadeiro,classificado,rotulo_d,saida_d,rotulo_p,saida_p,rotulo_h,saida_h,rotulo_s,saida_s,rotulo_r,saida_r
286,S,S,ND,0.5543,NP,-0.5526,NH,0.9102,NS,-0.0984,NR,-0.8658
287,S,S,ND,0.5546,NP,-0.5529,NH,0.9102,NS,-0.0977,NR,-0.8659
288,S,S,ND,0.5552,NP,-0.5532,NH,0.9103,NS,-0.0965,NR,-0.8661
289,S,S,ND,0.5562,NP,-0.554,NH,0.9105,NS,-0.0942,NR,-0.8664
290,S,S,ND,0.5578,NP,-0.5554,NH,0.9108,NS,-0.0906,NR,-0.8668
291,S,S,ND,0.5597,NP,-0.5573,NH,0.9112,NS,-0.0858,NR,-0.8674
292,S,S,ND,0.5625,NP,-0.5601,NH,0.9118,NS,-0.079,NR,-0.8682
293,S,S,ND,0.5665,NP,-0.5642,NH,0.9126,NS,-0.0691,NR,-0.8694
294,S,S,ND,0.5695,NP,-0.5671,NH,0.9132,NS,-0.0618,NR,-0.8703
295,S,S,ND,0.5719,NP,-0.5695,NH,0.9137,NS,-0.0559,NR,-0.8711
296,S,S,ND,0.574,NP,-0.5715,NH,0.9141,NS,-0.0508,NR,-0.8717
297,S,S,ND,0.5764,NP,-0.5737,NH,0.9146,NS,-0.045,NR,-0.8724
298,S,S,ND,0.5792,NP,-0.5767,NH,0.9151,NS,-0.038,NR,-0.8733
299,S,S,ND,0.5837,NP,-0.5812,NH,0.916,NS,-0.027,NR,-0.8746
300,S,S,ND,0.5885,NP,-0.5862,NH,0.917,NS,-0.015,NR,-0.8761
301,S,S,ND,0.595,NP,-0.5931,NH,0.9183,S,0.0015,NR,-0.878
302,S,S,ND,0.6038,NP,-0.6018,NH,0.9201,S,0.023,NR,-0.8807
303,S,S,ND,0.6155,NP,-0.6119,NH,0.9225,S,0.0504,NR,-0.8843
304,S,S,ND,0.6318,NP,-0.6215,NH,0.9258,S,0.0842,NR,-0.8894
305,S,S,ND,0.6481,NP,-0.6217,NH,0.9292,S,0.1089,NR,-0.8947
306,S,S,ND,0.6639,NP,-0.6214,NH,0.9324,S,0.1324,NR,-0.8999
307,S,S,ND,0.6827,NP,-0.6229,NH,0.9363,S,0.163,NR,-0.9066
308,S,S,ND,0.7021,NP,-0.6298,NH,0.9405,S,0.2002,NR,-0.9136
309,S,S,ND,0.7198,NP,-0.6418,NH,0.9442,S,0.2408,NR,-0.921
310,S,S,ND,0.7331,NP,-0.6915,NH,0.9471,S,0.3112,NR,-0.9249
311,S,S,ND,0.7433,NP,-0.7641,NH,0.9498,S,0.4056,NR,-0.9338
312,S,S,ND,0.7591,NP,-0.7919,NH,0.9532,S,0.4594,NR,-0.9391
313,S,S,ND,0.7672,NP,-0.8013,NH,0.955,S,0.4872,NR,-0.9438
314,S,S,ND,0.7784,NP,-0.8119,NH,0.9577,S,0.5043,NR,-0.9359
315,S,S,ND,0.8039,NP,-0.8326,NH,0.9621,S,0.5203,NR,-0.9074
316,S,S,ND,0.836,NP,-0.8547,NH,0.9675,S,0.4505,NR,-0.7804
317,S,S,ND,0.879,NP,-0.8799,NH,0.9744,S,0.1795,NR,-0.436
318,S,R,ND,0.9316,NP,-0.9072,NH,0.9819,NS,-0.131,NR,-0.0488
319,S,R,ND,0.9904,NP,-0.9216,NH,0.9918,NS,-0.2476,R,0.1323
320,S,R,ND,1.0728,NP,-0.9294,NH,1.0103,NS,-0.3117,R,0.2504
321,R,R,ND,1.1144,NP,-0.927,NH,1.0536,NS,-0.3801,R,0.3187
322,R,R,ND,0.9673,NP,-0.9822,NH,1.1154,NS,-0.5088,R,0.2889
323,R,R,ND,0.9746,NP,-1.0123,NH,1.203,NS,-0.8688,R,0.5653
324,R,R,ND,0.5746,NP,-1.1144,NH,1.2386,NS,-1.0426,R,0.3982
325,R,R,ND,0.0261,NP,-1.173,NH,1.2926,NS,-1.2334,R,0.2047
326,R,D,D,-0.2762,NP,-1.3914,NH,1.2669,NS,-1.2226,NR,-0.1323
327,D,R,ND,0.0442,NP,-1.508,NH,1.2653,NS,-1.1977,R,0.0194
328,D,R,ND,0.2549,NP,-1.5755,NH,1.2731,NS,-1.1013,NR,-0.0495
329,D,R,ND,0.1704,NP,-1.6749,NH,1.2772,NS,-1.4027,NR,-0.1014
330,D,R,ND,0.4436,NP,-1.7792,NH,1.248,NS,-1.4605,R,0.2048
331,D,R,ND,0.8729,NP,-1.8368,NH,1.2274,NS,-1.3754,R,0.5146
332,D,R,ND,1.1367,NP,-1.8921,NH,1.1717,NS,-1.3679,R,0.7952
333,D,R,ND,0.8795,NP,-1.9399,NH,1.2228,NS,-1.5637,R,0.4809
334,D,R,ND,0.6055,NP,-2.073,NH,1.026,NS,-1.8578,R,0.0643
335,D,D,D,-0.0729,NP,-2.2242,NH,1.0643,NS,-2.1422,NR,-0.6462
336,D,D,D,-1.2595,NP,-2.4032,NH,1.1989,NS,-2.1192,NR,-1.7622
337,D,D,D,-1.5696,NP,-2.5142,NH,1.2873,NS,-1.9787,NR,-2.0512
338,D,D,D,-1.8478,NP,-2.5122,NH,1.3813,NS,-1.8678,NR,-2.3163
339,D,D,D,-1.8382,NP,-2.5192,NH,1.3978,NS,-1.3526,NR,-2.3991
340,D,D,D,-2.2717,NP,-2.6868,NH,1.2576,NS,-1.2869,NR,-2.7454
341,D,D,D,-2.4773,NP,-2.8333,NH,1.2507,NS,-1.6476,NR,-2.792
342,D,D,D,-2.2501,NP,-2.7493,NH,1.2625,NS,-1.2403,NR,-2.7168
343,D,D,D,-2.169,NP,-2.6885,NH,1.1743,NS,-1.4815,NR,-2.4517
344,D,D,D,-2.1696,NP,-2.6551,NH,1.173,NS,-1.7467,NR,-2.3531
345,D,D,D,-2.2694,NP,-2.6216,NH,1.1471,NS,-1.6852,NR,-2.3318
346,D,D,D,-2.4856,NP,-2.6103,NH,1.0202,NS,-1.6816,NR,-2.7629
347,D,D,D,-2.7249,NP,-2.6215,NH,1.175,NS,-2.0281,NR,-2.6375
348,D,D,D,-2.4883,NP,-2.686,NH,1.1831,NS,-1.8969,NR,-2.4856
349,D,D,D,-2.2365,NP,-2.8094,NH,1.0999,NS,-1.4309,NR,-2.4461
350,D,D,D,-2.1661,NP,-2.7753,NH,1.1032,NS,-1.4361,NR,-2.1653
351,D,D,D,-1.6883,NP,-2.7035,NH,1.1153,NS,-1.5691,NR,-1.6203
352,D,D,D,-1.6014,NP,-2.7818,NH,1.0462,NS,-1.4352,NR,-1.7125
353,D,D,D,-1.7796,NP,-2.8365,NH,0.9316,NS,-1.4371,NR,-2.0867
354,D,D,D,-1.5631,NP,-2.756,NH,1.0243,NS,-1.6201,NR,-1.8711
355,D,D,D,-1.9398,NP,-2.7656,NH,1.0211,NS,-1.7425,NR,-2.3259
356,D,D,D,-1.89,NP,-2.6058,NH,1.1487,NS,-1.5642,NR,-2.3899
357,D,D,D,-1.6396,NP,-2.5647,NH,1.046,NS,-1.4724,NR,-2.3215
358,D,D,D,-1.5472,NP,-2.386,NH,1.0886,NS,-1.6253,NR,-2.2319
359,D,D,D,-1.8778,NP,-2.3303,NH,1.1054,NS,-1.8016,NR,-2.5076
360,D,D,D,-1.7859,NP,-2.2902,NH,1.0669,NS,-1.8805,NR,-2.459
361,D,D,D,-1.6778,NP,-2.1936,NH,1.264,NS,-1.8804,NR,-2.4443
362,D,D,D,-1.8318,NP,-2.2679,NH,1.2289,NS,-2.0146,NR,-2.5382
363,D,D,D,-1.4307,NP,-2.1963,NH,1.3152,NS,-1.9883,NR,-1.8571
364,D,D,D,-1.6915,NP,-2.2372,NH,1.2601,NS,-1.9146,NR,-2.1905
365,D,D,D,-1.5636,NP,-2.225,NH,1.3418,NS,-1.1992,NR,-2.2343
366,D,D,D,-1.2056,NP,-2.1706,NH,1.4565,NS,-1.3836,NR,-1.8227
367,D,D,D,-1.3466,NP,-2.3196,NH,1.3163,NS,-1.2061,NR,-2.041
368,D,D,D,-1.498,NP,-2.1832,NH,1.321,NS,-1.1198,NR,-2.1813
369,D,D,D,-1.8119,NP,-2.1115,NH,1.337,NS,-1.1157,NR,-2.5101
370,D,D,D,-1.9148,NP,-2.1568,NH,1.3335,NS,-1.4986,NR,-2.1446
371,D,D,D,-1.7842,NP,-2.1774,NH,1.2904,NS,-1.1165,NR,-2.2649
372,D,D,D,-1.6067,NP,-2.2192,NH,1.2202,NS,-1.0593,NR,-2.2598
373,D,D,D,-1.894,NP,-2.31,NH,1.2046,NS,-1.1966,NR,-2.2557
374,D,D,D,-1.6002,NP,-2.2772,NH,1.1674,NS,-1.1025,NR,-2.0795
375,D,D,D,-1.4495,NP,-2.3156,NH,1.1354,NS,-0.7143,NR,-1.7992
376,D,D,D,-0.8034,NP,-2.2987,NH,1.0149,NS,-0.5433,NR,-1.3181
377,D,D,D,-0.7342,NP,-2.1459,NH,1.1447,NS,-0.402,NR,-1.2231
378,D,D,D,-0.5741,NP,-2.3083,NH,0.8989,NS,-0.8067,NR,-0.9995
379,D,D,D,-0.5165,NP,-2.3075,NH,0.9738,NS,-1.0007,NR,-0.7104
380,D,D,D,-0.4024,NP,-2.2206,NH,0.9848,NS,-0.899,NR,-0.6759
381,D,D,D,-0.5398,NP,-2.1626,NH,0.9934,NS,-1.5226,NR,-0.6931
382,D,D,D,-0.2999,NP,-2.1131,NH,1.1021,NS,-1.6773,NR,-0.3651
383,D,D,D,-0.1931,NP,-2.1316,NH,1.0659,NS,-1.5135,NR,-0.3756
384,D,D,D,-0.5937,NP,-2.1516,NH,1.1429,NS,-1.5971,NR,-0.884
385,D,D,D,-0.9045,NP,-2.3285,NH,1.19,NS,-1.9198,NR,-1.3337
386,D,D,D,-0.733,NP,-2.4611,NH,1.1112,NS,-2.1364,NR,-0.9816
387,D,D,D,-0.3973,NP,-2.5705,NH,1.1162,NS,-1.5611,NR,-0.8055
388,D,D,D,-1.1285,NP,-2.6844,NH,1.1292,NS,-1.562,NR,-1.4007
389,D,D,D,-0.7832,NP,-2.6057,NH,1.2684,NS,-1.8222,NR,-1.1827
390,D,D,D,-1.0526,NP,-2.7248,NH,1.1711,NS,-1.6375,NR,-1.3913
391,D,D,D,-1.0917,NP,-2.6134,NH,1.2244,NS,-1.643,NR,-1.582
392,D,D,D,-1.9489,NP,-2.7813,NH,1.0611,NS,-1.8915,NR,-2.4851
393,D,D,D,-2.2226,NP,-2.5363,NH,1.3024,NS,-1.858,NR,-2.5188
394,D,D,D,-2.2069,NP,-2.5554,NH,1.0941,NS,-1.5026,NR,-2.6251
395,D,D,D,-2.0245,NP,-2.506,NH,1.0083,NS,-1.1112,NR,-2.5353
396,D,D,D,-2.3023,NP,-2.289,NH,1.0986,NS,-1.0397,NR,-2.6686
397,D,D,D,-2.4608,NP,-2.4164,NH,0.8955,NS,-1.4233,NR,-2.6994
398,D,D,D,-2.3624,NP,-2.3609,NH,1.0729,NS,-1.3105,NR,-2.4703
399,D,D,D,-2.2027,NP,-2.3247,NH,1.0368,NS,-1.4419,NR,-2.3386
400,D,D,D,-2.4333,NP,-2.4304,NH,0.9956,NS,-1.6262,NR,-2.4671
401,D,D,D,-2.2763,NP,-2.3707,NH,1.0733,NS,-1.8559,NR,-2.0986
402,D,D,D,-1.5586,NP,-2.4107,NH,1.0267,NS,-1.3337,NR,-1.7195
403,D,D,D,-1.6022,NP,-2.46,NH,1.049,NS,-1.3394,NR,-1.7116
404,D,D,D,-1.6423,NP,-2.5439,NH,1.045,NS,-1.2112,NR,-1.9077
405,D,D,D,-1.0884,NP,-2.5521,NH,1.0459,NS,-1.2844,NR,-1.1957
406,D,D,D,-1.3178,NP,-2.561,NH,1.0691,NS,-1.5231,NR,-1.3077
407,D,D,D,-0.7371,NP,-2.4419,NH,1.1436,NS,-1.2338,NR,-0.9845
408,D,D,D,-1.3464,NP,-2.6154,NH,0.9807,NS,-1.6534,NR,-1.4839
409,D,D,D,-1.0435,NP,-2.6129,NH,0.9658,NS,-1.5329,NR,-1.1884
410,D,D,D,-0.9934,NP,-2.5884,NH,0.9412,NS,-1.6643,NR,-1.1858
411,D,D,D,-1.268,NP,-2.4974,NH,0.9584,NS,-1.6093,NR,-1.6302
412,D,D,D,-1.393,NP,-2.3269,NH,1.0892,NS,-1.3096,NR,-1.6762
413,D,D,D,-1.4706,NP,-2.1869,NH,1.0878,NS,-1.1727,NR,-1.7207
414,D,D,D,-1.8882,NP,-2.0535,NH,1.2112,NS,-1.5029,NR,-2.0012
415,D,D,D,-1.851,NP,-2.0239,NH,1.1283,NS,-1.5889,NR,-2.1695
416,D,D,D,-1.7992,NP,-1.9494,NH,1.1244,NS,-2.158,NR,-1.9955
417,D,D,D,-2.3669,NP,-1.984,NH,1.1635,NS,-1.8684,NR,-2.5896
418,D,D,D,-1.7275,NP,-1.9355,NH,1.2033,NS,-1.7831,NR,-1.8784
419,D,D,D,-1.7961,NP,-1.9209,NH,1.2898,NS,-1.9047,NR,-1.8721
420,D,D,D,-1.669,NP,-1.902,NH,1.3093,NS,-1.7731,NR,-1.7998
421,D,D,D,-1.9579,NP,-1.8391,NH,1.3648,NS,-2.0346,NR,-2.0108
422,D,D,D,-1.3545,NP,-1.9409,NH,1.3156,NS,-1.4634,NR,-1.7021
423,D,D,D,-2.0511,NP,-1.9061,NH,1.2852,NS,-1.8285,NR,-1.9045
424,D,D,D,-2.0632,NP,-1.9978,NH,1.2522,NS,-1.3712,NR,-2.1686
425,D,D,D,-1.7606,NP,-1.9981,NH,1.2175,NS,-1.0286,NR,-1.8692
426,D,D,D,-1.9716,NP,-2.0107,NH,1.1952,NS,-0.7571,NR,-2.3478
427,D,D,D,-1.7139,NP,-1.9439,NH,1.1528,NS,-0.6052,NR,-2.3666
428,D,D,D,-2.3538,NP,-1.6863,NH,1.272,NS,-1.145,NR,-2.566
429,D,D,D,-2.2646,NP,-1.6041,NH,1.2866,NS,-1.0626,NR,-2.3499
430,D,D,D,-2.0852,NP,-1.4108,NH,1.2483,NS,-1.2655,NR,-2.1923
431,D,D,D,-2.0063,NP,-1.4681,NH,1.288,NS,-1.2808,NR,-2.1163
432,D,D,D,-1.423,NP,-1.3895,NH,1.2934,NS,-1.1563,NR,-1.7377
433,D,D,D,-0.9922,NP,-1.3665,NH,1.31,NS,-1.498,NR,-1.227
434,D,D,D,-1.1429,NP,-1.3266,NH,1.3929,NS,-1.627,NR,-1.2525
435,D,D,D,-0.9507,NP,-1.3442,NH,1.3585,NS,-1.4308,NR,-1.3687
436,D,D,D,-1.3509,NP,-1.2292,NH,1.4468,NS,-1.6242,NR,-1.8007
437,D,D,D,-1.5686,NP,-1.2421,NH,1.4872,NS,-1.7252,NR,-1.8768
438,D,D,D,-1.7774,NP,-1.4258,NH,1.4159,NS,-1.5526,NR,-2.2366
439,D,D,D,-1.4993,NP,-1.4193,NH,1.4311,NS,-1.6144,NR,-1.8406
440,D,D,D,-2.011,NP,-1.6509,NH,1.2873,NS,-1.6939,NR,-2.5583
441,D,D,D,-2.1736,NP,-1.6478,NH,1.3477,NS,-1.4993,NR,-2.6327
442,D,D,D,-1.9399,NP,-1.6419,NH,1.3431,NS,-1.0239,NR,-2.6319
443,D,D,D,-1.5739,NP,-1.6007,NH,1.3902,NS,-0.5739,NR,-2.361
444,D,D,D,-1.5541,NP,-1.6187,NH,1.4301,NS,-0.7749,NR,-2.1088
445,D,D,D,-1.9607,NP,-1.7369,NH,1.214,NS,-0.8159,NR,-2.4704
446,D,D,D,-1.6173,NP,-1.5794,NH,1.338,NS,-0.5693,NR,-2.3066
447,D,D,D,-1.4667,NP,-1.6337,NH,1.249,NS,-0.5671,NR,-2.1125
448,D,D,D,-1.3804,NP,-1.6553,NH,1.3221,NS,-0.5149,NR,-1.9829
449,D,D,D,-0.5434,NP,-1.7276,NH,1.2473,NS,-0.5056,NR,-0.9488
450,D,D,D,-0.3502,NP,-1.5959,NH,1.2812,NS,-0.4209,NR,-1.0834
451,D,D,D,-0.4569,NP,-1.65,NH,1.2453,NS,-0.9116,NR,-1.047
452,D,D,D,-0.482,NP,-1.5719,NH,1.3354,NS,-0.9614,NR,-0.8233
453,D,D,D,-0.2029,NP,-1.6193,NH,1.3412,NS,-0.4727,NR,-0.7068
454,D,D,D,-0.7275,NP,-1.7207,NH,1.3459,NS,-1.3789,NR,-0.6845
455,D,D,D,-0.4022,NP,-1.6959,NH,1.4317,NS,-0.9497,NR,-0.6975
456,D,D,D,-0.6963,NP,-1.796,NH,1.3113,NS,-1.475,NR,-1.0806
457,D,D,D,-0.7533,NP,-1.9277,NH,1.3084,NS,-1.1363,NR,-1.0111
458,D,D,D,-0.6536,NP,-1.9076,NH,1.4491,NS,-0.76,NR,-0.9426
459,D,D,D,-0.5871,NP,-2.151,NH,1.2754,NS,-1.1406,NR,-0.9329
460,D,D,D,-0.5258,NP,-2.1274,NH,1.406,NS,-1.2638,NR,-0.6958
461,D,D,D,-0.2642,NP,-2.1671,NH,1.3947,NS,-1.0711,NR,-0.8595
462,D,D,D,-1.1303,NP,-2.0263,NH,1.4694,NS,-2.4263,NR,-1.1182
463,D,D,D,-1.7759,NP,-2.1641,NH,1.3507,NS,-1.8748,NR,-2.0709
464,D,D,D,-1.7358,NP,-1.9452,NH,1.4652,NS,-1.949,NR,-1.7755
465,D,D,D,-1.6827,NP,-1.9951,NH,1.4111,NS,-1.7011,NR,-1.9443
466,D,D,D,-1.3902,NP,-1.9,NH,1.4361,NS,-0.9089,NR,-1.9967
467,D,D,D,-1.3892,NP,-2.0031,NH,1.4771,NS,-0.9582,NR,-1.7591
468,D,D,D,-1.2511,NP,-2.0557,NH,1.3388,NS,-1.0601,NR,-1.6817
469,D,D,D,-1.6786,NP,-1.8376,NH,1.5332,NS,-0.8739,NR,-2.1658
470,D,D,D,-1.5376,NP,-1.8349,NH,1.3752,NS,-1.2138,NR,-1.7806
471,D,D,D,-1.5682,NP,-1.7666,NH,1.4098,NS,-1.5663,NR,-1.8476
472,D,D,D,-1.1781,NP,-1.6919,NH,1.5237,NS,-1.0828,NR,-1.529
473,D,D,D,-1.2114,NP,-1.6658,NH,1.4489,NS,-1.4455,NR,-1.7375
474,D,D,D,-1.7171,NP,-1.7702,NH,1.53,NS,-1.5698,NR,-2.1589
475,D,D,D,-1.7628,NP,-1.6933,NH,1.5343,NS,-1.3441,NR,-2.0595
476,D,D,D,-1.7176,NP,-1.5774,NH,1.6026,NS,-1.2543,NR,-2.0428
477,D,D,D,-1.9533,NP,-1.7668,NH,1.6275,NS,-1.0761,NR,-2.1673
478,D,D,D,-1.9298,NP,-1.6884,NH,1.5682,NS,-1.0589,NR,-2.1835
479,D,D,D,-1.7086,NP,-1.904,NH,1.4904,NS,-1.1083,NR,-2.2424
480,D,D,D,-2.3042,NP,-2.0862,NH,1.4302,NS,-1.3201,NR,-2.5641
481,D,D,D,-1.569,NP,-2.1785,NH,1.4662,NS,-1.0185,NR,-2.1602
482,D,D,D,-1.5166,NP,-2.3174,NH,1.5412,NS,-1.2233,NR,-1.7239
483,D,D,D,-1.0919,NP,-2.2279,NH,1.6112,NS,-0.9983,NR,-1.4993
484,D,D,D,-1.1283,NP,-2.2535,NH,1.5508,NS,-0.5404,NR,-1.7299
485,D,D,D,-1.3513,NP,-2.208,NH,1.5197,NS,-1.4722,NR,-1.4531
486,D,D,D,-1.7964,NP,-2.3986,NH,1.4013,NS,-1.4755,NR,-1.9836
487,D,D,D,-1.8529,NP,-2.2334,NH,1.5418,NS,-1.5661,NR,-1.8298
488,D,D,D,-1.2947,NP,-2.3296,NH,1.552,NS,-1.5431,NR,-1.3556
489,D,D,D,-0.6937,NP,-2.3492,NH,1.5042,NS,-1.7463,NR,-0.5612
490,D,D,D,-0.3491,NP,-2.3991,NH,1.5089,NS,-1.662,NR,-0.5593
491,D,D,D,-0.8702,NP,-2.5931,NH,1.4582,NS,-1.815,NR,-1.0038
492,D,D,D,-1.2197,NP,-2.5302,NH,1.5471,NS,-1.8102,NR,-1.4885
493,D,D,D,-1.8754,NP,-2.5093,NH,1.5467,NS,-2.2978,NR,-1.7493
494,D,D,D,-2.0351,NP,-2.442,NH,1.5415,NS,-2.3289,NR,-1.9955
495,D,D,D,-2.6093,NP,-2.5215,NH,1.4899,NS,-2.2902,NR,-2.3378
496,D,D,D,-2.2501,NP,-2.4694,NH,1.5656,NS,-2.0866,NR,-2.1767
497,D,D,D,-2.3484,NP,-2.4364,NH,1.616,NS,-2.3479,NR,-2.2478
498,D,D,D,-2.3688,NP,-2.4953,NH,1.5973,NS,-2.1895,NR,-2.3109
499,D,D,D,-2.7514,NP,-2.5824,NH,1.5069,NS,-2.1838,NR,-2.6039
500,D,D,D,-2.7857,NP,-2.5765,NH,1.5264,NS,-1.9954,NR,-2.623
501,D,D,D,-2.5204,NP,-2.596,NH,1.5083,NS,-1.8587,NR,-2.2472
502,D,D,D,-2.1952,NP,-2.5784,NH,1.4857,NS,-1.5231,NR,-2.1778
503,D,D,D,-2.0899,NP,-2.602,NH,1.4402,NS,-1.4826,NR,-2.1455
504,D,D,D,-1.8419,NP,-2.5455,NH,1.4971,NS,-1.7287,NR,-1.8483
505,D,D,D,-1.9387,NP,-2.5892,NH,1.4608,NS,-2.019,NR,-1.6319
506,D,D,D,-2.3554,NP,-2.5307,NH,1.4262,NS,-2.1432,NR,-1.9823
507,D,D,D,-2.2386,NP,-2.4186,NH,1.4323,NS,-2.0236,NR,-1.893
508,D,D,D,-2.1396,NP,-2.2883,NH,1.5321,NS,-1.8145,NR,-1.912
509,D,D,D,-1.8508,NP,-2.4253,NH,1.381,NS,-1.4829,NR,-1.8269
510,D,D,D,-1.9736,NP,-2.3446,NH,1.4579,NS,-2.0045,NR,-1.5691
511,D,D,D,-1.6885,NP,-2.3759,NH,1.5188,NS,-1.5461,NR,-1.4136
512,D,D,D,-1.7977,NP,-2.2028,NH,1.5075,NS,-2.0921,NR,-1.4484
513,D,D,D,-1.3903,NP,-2.2166,NH,1.4584,NS,-1.9777,NR,-1.1932
514,D,D,D,-1.2087,NP,-2.1616,NH,1.5247,NS,-2.2973,NR,-0.8304
515,D,D,D,-1.3031,NP,-2.1591,NH,1.5484,NS,-2.2341,NR,-1.0305
516,D,D,D,-1.0367,NP,-2.0422,NH,1.5719,NS,-2.1654,NR,-0.8082
517,D,D,D,-1.0806,NP,-2.0255,NH,1.567,NS,-2.2905,NR,-0.8555
518,D,D,D,-1.5479,NP,-2.0522,NH,1.5428,NS,-2.2735,NR,-1.4415
519,D,D,D,-1.9214,NP,-1.9704,NH,1.5498,NS,-1.7071,NR,-2.0742
520,D,D,D,-1.9036,NP,-1.859,NH,1.6268,NS,-2.1218,NR,-1.5692
521,D,D,D,-2.0039,NP,-1.8777,NH,1.553,NS,-1.9184,NR,-1.7051
522,D,D,D,-2.1313,NP,-1.8033,NH,1.5256,NS,-1.8384,NR,-2.1149
523,D,D,D,-2.6815,NP,-1.8926,NH,1.4515,NS,-2.2364,NR,-2.5172
524,D,D,D,-2.4264,NP,-1.858,NH,1.4942,NS,-1.9441,NR,-2.3852
525,D,D,D,-2.2819,NP,-1.7638,NH,1.5302,NS,-1.6305,NR,-2.3917
526,D,D,D,-2.5636,NP,-1.6066,NH,1.5852,NS,-1.7612,NR,-2.3932
527,D,D,D,-2.3256,NP,-1.6895,NH,1.5131,NS,-1.3117,NR,-2.5251
528,D,D,D,-2.8881,NP,-1.5464,NH,1.5261,NS,-1.6758,NR,-3.0031
529,D,D,D,-2.6211,NP,-1.4743,NH,1.5215,NS,-1.4352,NR,-3.1717
530,D,D,D,-3.0326,NP,-1.4166,NH,1.5583,NS,-1.5281,NR,-3.2655
531,D,D,D,-2.9114,NP,-1.5859,NH,1.4915,NS,-1.0833,NR,-3.2496
532,D,D,D,-2.7008,NP,-1.4975,NH,1.5448,NS,-1.5433,NR,-2.9465
533,D,D,D,-2.1568,NP,-1.6157,NH,1.5494,NS,-1.3883,NR,-2.6999
534,D,D,D,-2.5224,NP,-1.4762,NH,1.508,NS,-1.6086,NR,-2.8423
535,D,D,D,-2.5578,NP,-1.3792,NH,1.5834,NS,-1.1393,NR,-3.0985
536,D,D,D,-2.8138,NP,-1.3213,NH,1.6383,NS,-1.4694,NR,-2.945
537,D,D,D,-2.3992,NP,-1.4011,NH,1.4984,NS,-1.0906,NR,-2.957
538,D,D,D,-2.3061,NP,-1.3505,NH,1.5545,NS,-1.0226,NR,-2.8521
539,D,D,D,-2.2159,NP,-1.308,NH,1.5503,NS,-1.3108,NR,-2.6212
540,D,D,D,-1.8431,NP,-1.2884,NH,1.5744,NS,-1.2107,NR,-2.0951
541,D,D,D,-1.7537,NP,-1.3273,NH,1.5389,NS,-1.1356,NR,-2.2032
542,D,D,D,-1.7695,NP,-1.4536,NH,1.4876,NS,-1.7006,NR,-2.1722
543,D,D,D,-1.5837,NP,-1.4043,NH,1.5407,NS,-1.2157,NR,-2.1518
544,D,D,D,-1.4776,NP,-1.2417,NH,1.6538,NS,-1.0782,NR,-1.9795
545,D,D,D,-1.4238,NP,-1.4521,NH,1.613,NS,-1.3135,NR,-1.7937
546,D,D,D,-1.1388,NP,-1.6647,NH,1.5786,NS,-1.001,NR,-1.4884
547,D,D,D,-0.9709,NP,-1.6715,NH,1.5,NS,-0.5348,NR,-1.7568
548,D,D,D,-1.094,NP,-1.7609,NH,1.4987,NS,-0.9958,NR,-1.7499
549,D,D,D,-0.9169,NP,-2.015,NH,1.4261,NS,-0.9149,NR,-1.2663
550,D,D,D,-0.5253,NP,-2.0791,NH,1.4269,NS,-0.7073,NR,-0.6993
551,D,D,D,-0.8304,NP,-2.2684,NH,1.3977,NS,-1.0933,NR,-1.0027
552,D,D,D,-1.3027,NP,-2.2439,NH,1.3936,NS,-1.5289,NR,-1.4324
553,D,D,D,-0.6688,NP,-2.1203,NH,1.398,NS,-1.5089,NR,-0.7975
554,D,D,D,-1.2683,NP,-2.2301,NH,1.4485,NS,-1.5461,NR,-1.3337
555,D,D,D,-1.6084,NP,-2.4558,NH,1.3845,NS,-1.197,NR,-1.6394
556,D,D,D,-1.3425,NP,-2.3373,NH,1.3715,NS,-1.1017,NR,-1.3112
557,D,D,D,-1.0628,NP,-2.4213,NH,1.4449,NS,-1.5129,NR,-0.9421
558,D,D,D,-1.299,NP,-2.6362,NH,1.3499,NS,-1.4405,NR,-1.2182
559,D,D,D,-1.17,NP,-2.6952,NH,1.3463,NS,-1.4011,NR,-1.1279
560,D,D,D,-1.0264,NP,-2.7997,NH,1.391,NS,-1.7529,NR,-0.8372
561,D,D,D,-1.1642,NP,-2.8209,NH,1.3837,NS,-2.2866,NR,-0.806
562,D,D,D,-1.2192,NP,-2.7011,NH,1.4092,NS,-1.8771,NR,-1.0311
563,D,D,D,-1.6588,NP,-2.7538,NH,1.3317,NS,-1.9253,NR,-1.5692
564,D,D,D,-1.7777,NP,-2.7408,NH,1.3982,NS,-1.7935,NR,-1.6919
565,D,D,D,-2.0218,NP,-2.705,NH,1.4696,NS,-1.7417,NR,-1.9078
566,D,D,D,-1.9307,NP,-2.5907,NH,1.4012,NS,-1.8788,NR,-1.7798
567,D,D,D,-1.8737,NP,-2.4419,NH,1.4393,NS,-1.9327,NR,-1.7512
568,D,D,D,-2.5147,NP,-2.4318,NH,1.3832,NS,-2.0995,NR,-2.3131
569,D,D,D,-2.0413,NP,-2.4938,NH,1.321,NS,-2.1057,NR,-1.6226
570,D,D,D,-1.7989,NP,-2.4466,NH,1.3363,NS,-1.7169,NR,-1.5667
571,D,D,D,-1.7183,NP,-2.3412,NH,1.412,NS,-1.7641,NR,-1.671
572,D,D,D,-1.5376,NP,-2.3581,NH,1.4692,NS,-1.7562,NR,-1.5584
573,D,D,D,-1.1259,NP,-2.2925,NH,1.4318,NS,-1.677,NR,-1.2091
